document_id,coherence_relation,rstdt_relation,rstdt_nuclearity,verb,coreference_type,context,pronominalization,12person,proAntecedent,subject_or_not,non_subject_or_not
wsj_2341,contrast,antithesis,NS,believe,other,"Earnings for most of the nation's major pharmaceutical makers are believed to have moved ahead briskly in the third quarter, as companies with newer, big-selling prescription drugs fared especially well.//For the third consecutive quarter, however, most of the companies' revenues were battered by adverse foreign-currency translations as a result of the strong dollar abroad.",non pronoun,other,other,not_subject,not_non_subject
wsj_1924,contrast,Contrast,NN,say,other,"Britain's Prime Minister Thatcher told a Commonwealth summit in Kuala Lumpur, Malaysia, that sanctions against South Africa were ""utterly irresponsible,"" officials said.//But other nations at the opening of the 49-nation meeting of Britain and its former colonies pressed for continued or stronger embargoes in an effort to end apartheid.",non pronoun,other,other,not_subject,not_non_subject
wsj_1934,contrast,antithesis,SN,approve,other,"The drug, which is still in the experimental phase, hasn't been approved yet by the Food and Drug Admistration, and its long-term effects are unknown.//But researchers say the drug, called FK-506, could revolutionize the transplantation field by reducing harmful side effects and by lowering rejection rates.
Rejection has been the major obstacle in the approximately 30,000 organ transplants performed world-wide each year.",non pronoun,other,other,not_subject,not_non_subject
wsj_0634,contrast,Contrast,NN,say,subject,"For example, the spokesman says Dentsu has been approached by banks and securities companies a number of times to invest in the troubled British marketing group Saatchi & Saatchi PLC.//But he said Dentsu hasn't looked seriously at Saatchi.",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_0634,contrast,concession,NS,be,other,"Dentsu's billings last year were larger than those of Young & Rubicam, the world's second-largest ad agency, according to a survey by the publication Advertising Age.//But success overseas in unfamiliar markets could be trickier than for other industries such as manufacturers.
On its own, Dentsu's muscle in Japan may count for little in major foreign markets when seeking non-Japanese clients.
Thus, an acquisition may prove the necessary course.",non pronoun,other,other,not_subject,not_non_subject
wsj_1120,contrast,Contrast,NN,give,non_subject,"The people have given their leading and only credible political party, the Liberal Democratic Party, clear and uninterrupted power for those 40 years.//The LDP won by a landslide in the last election, in July 1986.
But less than two years later, the LDP started to crumble, and dissent rose to unprecedented heights.",non pronoun,non_subject,non_subject,not_subject,non_subject
wsj_1120,contrast,Contrast,NN,want,other,"Its government still wants to sit in the driver's seat, set the speed, step on the gas, apply the brakes and steer, with 120 million people in the back seat.//In a modern system, the government's role is to give the people as much choice as possible and to keep them well informed so they are capable of making a choice.
It also allows people to buy the best and the cheapest goods from anywhere in the world. 

The Japanese government doesn't allow this.
The Ministry of Agriculture and Fishery actually is a ministry for farmers and fishermen instead of a ministry of provisions.
The Ministry of Health and Welfare is a ministry of doctors and pharmaceutical companies rather than an organization dedicated to protecting the health of the people.
The Ministry of Education is nothing but a cartel for licensed teachers, and certainly does not act on behalf of students.
The Ministry of Construction spreads concrete throughout the country and boasts in international conferences that Japan's paved roadway per capita is the longest in the world, but they seldom think of the poor commuters who spend so much time sitting in traffic.
The Ministry of Transportation serves the industry, certainly not the passengers who must pay extraordinarily high prices. 

And the Ministry of Foreign Affairs works for itself, supporting Japanese diplomats who sprinkle abundant aid money around the world to ensure that their seat at the dinner table is next to the host's.
This ministry has done nothing to correct the misunderstandings and misperceptions that are at the root of Japan's deteriorating image.
Instead, it seems to be using foreign pressure and even the trade conflict to expand its sphere of influence vis a vis other ministries. 

All this illustrates that Japanese ministries still have a ""provider"" mentality; they do not serve the people, and particularly not consumers.
They serve the industries and the special-interest groups.
The rest of the world accepted such methods when Japan was developing.
Japanese put up with it because the government provided job stability and growing paychecks.",non pronoun,other,other,not_subject,not_non_subject
wsj_1120,contrast,Contrast,NN,do,subject,"This ministry has done nothing to correct the misunderstandings and misperceptions that are at the root of Japan's deteriorating image.//Instead, it seems to be using foreign pressure and even the trade conflict to expand its sphere of influence vis a vis other ministries.",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_1120,contrast,Contrast,NN,serve,subject,"they do not serve the people, and particularly not consumers.//They serve the industries and the special-interest groups.",pronoun,FALSE,TRUE,subject,not_non_subject
wsj_1120,contrast,concession,SN,cause,other,"Money, such as in Recruit's political donations, and women, as in the cases of Prime Minister Sosuke Uno and Secretary General Tokuo Yamashita, seldom have caused political scandals in Japan.//Whereas most men were a bit ambivalent about the sex scandals (though they were furious about Recruit), women were upset about both and surged to the polls.
In the recent Upper House and Tokyo metropolitan congressional elections, in which the Socialist Party won a runaway victory, 60% of all women voted, as opposed to the usual 40%.
It is difficult to analyze how much of their anger was due to Recruit, the sex scandals, or the one-yen coins in their purses, but they obviously were voting to punish the LDP. 

Taken by surprise, the Socialist Party is busy changing its doctrines.
It's now OK to deal with the U.S., but not the Soviet Union.
Nuclear power plants are acceptable.
The U.S.-Japan Security Treaty can continue, sort of.
And so on.",non pronoun,other,other,not_subject,not_non_subject
wsj_1120,contrast,Contrast,NN,stand,other,"One party could stand for consumer interests, small government, free trade and globalism to put Japan clearly among the most developed and open countries.//The other party could continue on the traditional track of the LDP, representing the manufacturers' preference for larger government, control, regulation and protectionism.",non pronoun,other,other,not_subject,not_non_subject
wsj_1189,contrast,antithesis,SN,say,subject,"Sen. Alan Dixon (D, Ill.), chairman of the subcommittee on consumer and regulatory affairs, said, ""I'm not a statistician.//But when blacks are getting their loan applications rejected twice as often as whites -- and in some cities, it is three and four times as often -- I conclude that discrimination is part of the problem.""",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_1189,contrast,concession,SN,say,subject,"James Grohl, a spokesman for the U.S. League of Savings Institutions, said, ""The data is a red flag, but lacking the financial data you can't make a case that discrimination is widespread.""//The trade group official added: ""Certainly the federal government should take a hard look at it.""",non pronoun,FALSE,FALSE,subject,not_non_subject
